rowid,id,age,occup,gender,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
18531,128778048,26_35,fdi,female,work,moto,4_7,1.763092385,30,cost convinient,0,3,1,0,good,good,good,neutral,neutral,neutral,neutral
18532,128780015,56_75,retired,female,visit,moto,4_7,4.096105815,20,cost,0,1,0,0,neutral,neutral,neutral,neutral,good,neutral,neutral
18533,128780439,26_35,state,male,work,moto,4_7,0.954649075,15,cost convinient,1,2,0,0,good,good,good,good,good,good,neutral
18534,128781342,26_35,state,female,work,car,4_7,1.135057934,15,convinient,0,1,0,0,good,good,good,good,good,good,agree
18535,128782874,26_35,state,male,work,moto,4_7,1.238273469,20,cost convinient,0,3,0,0,good,good,good,good,good,good,agree
18536,128783539,18_25,private,female,work,moto,4_7,3.496642314,25,convinient,1,2,0,0,good,good,neutral,neutral,good,good,agree
18537,128786207,26_35,private,female,work,moto,4_7,7.02537485,20,timesaving,1,1,0,0,good,good,neutral,neutral,good,neutral,strongagree
18538,128788381,36_55,state,male,work,moto,4_7,5.121463883,30,convinient,0,2,1,0,good,good,neutral,bad,good,neutral,neutral
18539,128790568,26_35,private,female,shopping,car,4_7,6.70715194,30,convinient,1,2,0,0,good,good,neutral,neutral,good,neutral,strongdisagree
18540,128790869,26_35,fdi,female,work,moto,4_7,1.337027617,25,cost convinient,0,2,0,0,good,good,good,neutral,neutral,neutral,neutral
18541,128792145,56_75,retired,male,visit,moto,4_7,7.269682299,25,convinient,1,1,1,0,good,good,neutral,neutral,good,neutral,strongagree
18542,128792525,26_35,state,female,work,moto,4_7,2.353879666,20,cost convinient,0,3,0,0,verygood,verygood,good,good,good,good,neutral
18543,128794812,26_35,fdi,female,work,moto,4_7,2.049165389,20,convinient,1,1,0,0,good,good,neutral,neutral,good,neutral,neutral
18544,128794881,26_35,state,female,work,moto,4_7,6.319347409,45,cost convinient,1,2,0,0,good,good,good,good,good,good,neutral
18545,128798197,26_35,state,female,work,moto,4_7,1.723999558,30,cost convinient,0,3,0,1,good,good,good,good,good,neutral,neutral
18546,128821991,26_35,state,female,work,moto,4_7,3.311100823,20,cost convinient,0,3,0,0,good,good,good,good,good,good,agree
18547,128822913,26_35,fdi,female,work,moto,4_7,5.844287423,50,cost convinient,0,2,0,0,good,good,good,good,good,verygood,agree
18548,128824619,26_35,private,female,work,moto,4_7,1.851904301,15,cost convinient,0,2,0,0,good,good,good,good,good,good,agree
18549,128826269,26_35,private,male,work,moto,4_7,3.373409538,15,cost convinient,0,2,1,0,good,good,good,good,good,good,agree
18550,129015215,less_18,student,female,education,moto,4_7,4.364150454,30,cost,1,2,0,1,good,good,neutral,bad,good,neutral,neutral
18551,129017648,26_35,state,male,work,moto,4_7,0.819839659,10,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18552,129017750,18_25,private,female,work,moto,4_7,8.242456851,35,cost,0,3,0,0,good,neutral,bad,bad,good,neutral,strongagree
18553,129018937,26_35,state,female,work,moto,4_7,0.215180321,10,cost convinient,0,2,1,0,good,good,good,good,neutral,neutral,agree
18554,129019576,36_55,state,male,work,car,4_7,1.751513304,20,convinient,1,1,0,1,good,good,neutral,neutral,good,neutral,strongagree
18555,129020332,26_35,private,female,work,walk,4_7,0.062042497,5,cost convinient timesaving,0,2,0,0,good,good,good,neutral,neutral,neutral,agree
18556,129021843,26_35,private,male,work,moto,4_7,1.082274122,20,convinient,0,2,1,0,good,good,neutral,neutral,good,neutral,strongdisagree
18557,129022691,26_35,state,male,work,moto,4_7,0.81802463,15,cost convinient,0,2,0,0,good,good,good,good,good,good,neutral
18558,129023657,26_35,state,female,work,moto,4_7,1.406457183,15,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18559,129025409,26_35,state,female,work,moto,4_7,1.065149412,20,cost convinient,1,2,1,0,good,good,good,good,good,good,neutral
18560,129026353,18_25,student,female,work,moto,17_20,2.703628783,-38,convinient,0,3,0,0,neutral,good,neutral,neutral,neutral,neutral,disagree
18561,129026873,26_35,fdi,female,work,moto,4_7,4.418568358,25,cost,0,2,1,0,good,good,neutral,neutral,neutral,neutral,agree
18562,129027442,26_35,state,female,work,moto,4_7,0.62484961,10,cost convinient,0,2,0,0,good,good,good,good,good,good,neutral
18563,129029042,36_55,fdi,female,work,car,4_7,4.746116842,30,convinient,1,2,0,0,good,good,neutral,neutral,good,neutral,agree
18564,129029728,26_35,state,female,work,car,4_7,2.233422801,20,convinient,1,2,0,0,good,good,neutral,neutral,neutral,neutral,neutral
18565,129030621,26_35,state,female,work,moto,4_7,7.124242487,60,convinient,0,1,0,0,good,good,good,neutral,neutral,neutral,strongagree
18566,129032184,36_55,state,male,work,moto,4_7,5.973842099,60,convinient,1,2,0,0,good,good,neutral,neutral,good,neutral,strongdisagree
18567,129032382,26_35,state,female,work,moto,4_7,0.32927267,10,cost convinient,0,2,0,1,good,good,good,good,verygood,verygood,neutral
18568,129033470,26_35,state,male,work,moto,4_7,0.460711005,10,cost convinient,0,2,0,0,good,good,good,good,neutral,neutral,neutral
18569,129033676,18_25,student,female,education,walk,4_7,0.058616669,10,convinient,0,2,1,0,good,good,good,neutral,good,neutral,strongdisagree
18570,129034448,26_35,state,male,work,moto,4_7,1.082950436,15,cost convinient,0,2,0,0,good,good,verygood,verygood,good,verygood,agree
18571,129036151,56_75,retired,male,education,moto,4_7,2.924432583,15,convinient,0,2,0,0,good,good,neutral,neutral,good,neutral,agree
18572,129036274,56_75,retired,male,work,ebike,4_7,0.6501303,15,cost convinient,0,1,1,0,good,good,good,good,good,good,strongagree
18573,129951771,26_35,fdi,female,work,moto,4_7,0.935471657,15,cost convinient,0,2,1,0,good,good,good,good,good,good,agree
18574,129953185,26_35,state,male,work,moto,4_7,0.390071265,15,cost convinient,0,2,0,1,good,good,good,good,good,good,neutral
18575,129954662,26_35,state,female,work,moto,4_7,1.022820396,15,cost convinient,1,3,0,0,good,good,good,good,good,good,neutral
18576,129957152,26_35,private,female,visit,moto,1_3,1.574037244,20,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18577,129958656,26_35,fdi,male,work,walk,4_7,0.344925259,15,cost convinient,0,3,0,0,neutral,neutral,good,neutral,neutral,neutral,neutral
18578,129961678,26_35,state,male,work,moto,4_7,0.871866173,10,cost convinient,1,3,0,0,good,good,good,good,good,good,neutral
18579,129965407,26_35,state,female,work,moto,4_7,1.186273156,20,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18580,129969042,26_35,state,female,work,moto,4_7,1.326393567,15,cost convinient,1,2,0,0,good,good,neutral,neutral,neutral,neutral,neutral
18581,129971091,26_35,fdi,female,work,moto,4_7,2.278138887,30,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18582,129974175,26_35,state,female,work,moto,4_7,1.22420652,20,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18583,129979655,26_35,state,female,caring,moto,1_3,1.214556555,30,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18584,129985280,26_35,state,female,work,moto,4_7,0.556935146,15,cost convinient,0,2,1,0,good,good,good,good,good,good,neutral
18585,129997659,26_35,state,female,work,moto,4_7,0.871457693,15,cost convinient,0,2,1,0,good,good,good,good,good,good,neutral
18586,130002706,26_35,fdi,female,work,moto,4_7,1.656382204,30,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18587,130163430,26_35,fdi,female,work,moto,4_7,1.306866041,20,convinient,0,2,1,0,good,good,good,good,good,good,neutral
18588,130168395,26_35,state,female,work,moto,4_7,1.346589946,30,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18589,130171383,26_35,state,female,work,moto,4_7,0.368718012,15,cost convinient,0,3,0,0,good,good,good,good,neutral,neutral,disagree
18590,130174880,26_35,state,female,work,walk,4_7,0.302917271,10,cost convinient,0,2,0,1,good,good,verygood,good,good,good,agree
18591,130181859,26_35,fdi,female,work,car,4_7,4.557902513,50,convinient,1,1,0,0,good,good,neutral,neutral,good,neutral,strongagree
18592,130181862,26_35,fdi,male,work,moto,4_7,1.747842794,15,cost convinient,1,2,0,0,good,good,good,good,good,good,agree
18593,130182871,36_55,private,male,work,car,4_7,2.229908708,20,convinient,2,0,0,0,good,good,neutral,good,neutral,good,neutral
18594,130184128,18_25,state,female,work,moto,4_7,0.629903253,35,cost timesaving,1,1,0,0,verygood,verygood,verygood,verygood,verygood,verygood,strongdisagree
18595,130185811,56_75,state,male,work,moto,4_7,5.218043682,60,convinient,2,2,0,0,verygood,verygood,good,good,good,good,strongagree
18596,130187266,26_35,state,female,work,moto,4_7,1.827700001,20,cost convinient,0,3,0,0,good,good,good,good,good,good,agree
18597,130357170,26_35,state,female,work,moto,4_7,1.238211718,20,cost convinient,0,3,1,0,good,good,good,good,good,good,agree
18598,130358157,26_35,state,female,work,walk,4_7,0.369111217,15,cost convinient,0,2,0,0,good,good,good,good,good,good,neutral
18599,130358991,26_35,state,female,work,moto,4_7,1.327843637,20,cost convinient,1,2,0,0,good,good,good,good,good,good,neutral
18600,130360904,26_35,state,female,work,moto,4_7,0.798903087,15,cost convinient timesaving,0,3,0,0,good,good,neutral,neutral,good,good,neutral
18601,130361914,26_35,state,male,work,moto,4_7,1.636095753,20,cost convinient timesaving,0,3,0,0,good,neutral,good,neutral,good,good,neutral
18602,130363054,26_35,fdi,female,work,moto,4_7,0.959644537,15,cost convinient,0,2,1,0,good,neutral,good,neutral,good,good,neutral
18603,130363959,26_35,state,male,work,moto,4_7,1.465975437,20,cost convinient,0,2,0,0,neutral,good,good,good,neutral,neutral,neutral
18604,131114246,26_35,state,female,work,moto,4_7,5.491961104,40,convinient,1,2,0,0,good,good,good,neutral,good,neutral,neutral
18605,131115224,36_55,private,male,work,car,4_7,6.366780029,25,timesaving,1,1,0,0,good,good,good,neutral,neutral,neutral,strongagree
18606,131116095,56_75,retired,female,education,walk,4_7,0.069782505,10,cost convinient,0,1,1,1,good,good,good,neutral,good,neutral,strongagree
18607,131116781,more_75,retired,male,education,walk,4_7,0.140530415,10,convinient,0,1,1,1,good,good,good,good,good,good,agree
18608,131118942,26_35,fdi,female,work,moto,4_7,1.969047064,30,cost,0,2,0,0,good,good,good,good,good,good,strongdisagree
18609,131123712,56_75,state,male,work,moto,4_7,3.478369696,30,cost,0,1,0,0,good,good,good,neutral,good,good,agree
18610,131124556,36_55,fdi,female,work,moto,4_7,1.866938564,30,convinient,1,2,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
18611,131127413,more_75,retired,male,education,walk,4_7,0.393032216,15,convinient,1,2,1,0,good,good,good,good,good,verygood,strongagree
18612,131128922,56_75,state,female,work,moto,4_7,4.789360195,50,convinient,1,2,0,0,good,good,neutral,neutral,good,good,neutral
18613,131130230,26_35,fdi,male,work,moto,4_7,2.425413449,40,cost,0,3,0,0,good,good,neutral,neutral,good,good,strongdisagree
18614,131131627,18_25,student,male,education,moto,4_7,1.342726371,20,convinient,0,0,3,0,good,good,good,good,good,good,neutral
18615,131136232,36_55,fdi,male,work,moto,4_7,3.440996314,30,cost,0,2,0,0,good,good,good,good,good,good,neutral
18616,131137802,26_35,state,female,work,moto,4_7,2.792298391,30,convinient,0,2,1,0,good,good,good,good,neutral,good,neutral
18617,131139450,36_55,private,male,work,car,4_7,2.087042631,20,cost convinient,1,2,1,0,good,good,good,good,good,good,strongagree
18618,133274255,26_35,state,female,work,moto,4_7,0.575062953,15,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18619,133274291,18_25,fdi,female,work,moto,4_7,2.41053531,50,cost,0,2,0,0,good,good,good,good,good,good,neutral
18620,133274467,26_35,state,male,work,moto,4_7,1.112310722,20,cost convinient,0,2,1,0,good,good,good,good,good,good,agree
18621,133274673,26_35,private,male,work,car,4_7,1.951630432,30,cost convinient,1,2,0,0,good,good,good,good,good,good,strongdisagree
18622,133275100,26_35,state,male,work,moto,4_7,1.124355835,20,cost convinient,0,1,1,0,good,good,good,neutral,neutral,neutral,neutral
18623,133275436,36_55,state,female,work,car,4_7,1.763537593,30,cost,1,2,1,0,good,good,good,good,good,good,agree
18624,133275932,26_35,state,male,work,moto,1_3,1.325122205,20,cost convinient,0,2,0,0,good,good,good,good,good,neutral,neutral
18625,133276344,56_75,state,male,work,moto,4_7,1.64856823,30,convinient,1,2,2,1,neutral,neutral,neutral,neutral,neutral,neutral,strongagree
18626,133276625,26_35,state,male,work,moto,4_7,1.800580655,20,cost convinient,0,2,0,0,good,good,good,neutral,neutral,neutral,neutral
18627,133276915,18_25,fdi,female,work,moto,4_7,3.448830833,45,cost,0,4,1,0,good,good,good,good,good,good,strongdisagree
18628,133277185,26_35,retired,female,work,moto,4_7,2.030684067,20,convinient timesaving,0,2,0,0,good,good,verygood,good,good,good,neutral
18629,133277341,26_35,fdi,female,work,car,4_7,2.080405332,25,cost convinient timesaving,2,2,0,0,neutral,neutral,neutral,neutral,good,neutral,neutral
18630,133277453,36_55,state,male,work,moto,4_7,2.012658286,20,cost convinient timesaving,0,1,1,0,good,verygood,verygood,good,good,good,agree
18631,133277716,36_55,state,male,work,car,4_7,1.516174207,30,convinient,2,2,0,0,verygood,good,verygood,verygood,good,verygood,agree
18632,133277827,26_35,state,male,work,moto,4_7,1.546317351,20,cost convinient,0,3,1,0,verygood,good,good,good,good,good,agree
18633,133278281,56_75,retired,male,visit,car,4_7,2.335028945,40,cost convinient timesaving,1,3,1,0,verygood,verygood,verygood,verygood,verygood,verygood,neutral
18634,133278328,26_35,state,male,work,moto,4_7,1.747797112,20,cost convinient,0,2,0,0,verygood,verygood,verygood,good,neutral,neutral,neutral
18635,133290116,more_75,retired,female,visit,moto,4_7,2.319199641,35,cost convinient timesaving,2,3,1,0,verygood,verygood,verygood,verygood,verygood,verygood,strongagree
18636,133290502,18_25,state,male,work,moto,4_7,1.800664917,30,cost convinient timesaving other,0,4,1,0,good,good,good,good,good,good,disagree
18637,133291353,26_35,state,male,work,moto,4_7,1.20201243,15,cost convinient,0,2,0,0,verygood,verygood,verygood,good,neutral,good,neutral
18638,133291551,26_35,fdi,male,work,car,4_7,2.47048737,40,cost convinient timesaving,1,2,1,1,verygood,verygood,good,good,verygood,good,neutral
18639,133292038,26_35,state,male,work,moto,4_7,0.931714878,15,cost convinient,0,2,1,0,verygood,verygood,verygood,verygood,verygood,verygood,neutral
18640,133292143,36_55,private,female,work,car,4_7,1.71025836,30,cost convinient timesaving,2,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
18641,133292637,36_55,state,male,work,moto,4_7,1.744102837,20,cost convinient,0,1,1,0,good,good,good,neutral,neutral,neutral,neutral
18642,133292947,26_35,state,male,work,car,4_7,2.476671329,30,cost convinient timesaving,1,2,0,0,neutral,good,neutral,verygood,neutral,verygood,disagree
18643,133293261,56_75,state,male,work,car,4_7,3.502891861,40,cost convinient timesaving,1,2,0,0,verygood,verygood,verygood,verygood,verygood,verygood,agree
18644,133293285,56_75,retired,male,visit,moto,1_3,1.969000268,30,cost convinient,0,1,0,1,verygood,verygood,verygood,verygood,verygood,verygood,neutral
18645,133293781,18_25,fdi,female,work,moto,4_7,1.612939588,30,cost convinient timesaving,0,4,1,0,good,good,good,good,good,good,disagree
18646,133294106,26_35,state,male,work,moto,4_7,1.339440546,15,cost convinient,0,2,0,0,good,good,good,good,good,good,neutral
18647,133295477,26_35,state,male,work,moto,4_7,0.937961714,20,cost convinient,0,2,0,0,good,good,good,verygood,verygood,verygood,neutral
18648,133306138,26_35,fdi,male,work,moto,4_7,1.033062081,30,cost convinient,1,3,0,0,neutral,neutral,good,good,neutral,neutral,disagree
18649,133306725,36_55,private,female,work,moto,4_7,2.971681402,40,cost convinient timesaving,1,3,1,0,verygood,verygood,verygood,verygood,verygood,verygood,neutral
18650,133307276,18_25,fdi,male,work,moto,4_7,3.559345446,40,convinient timesaving,0,4,1,0,good,good,good,good,good,good,strongdisagree
18651,133307645,26_35,state,male,work,moto,4_7,3.817529143,50,convinient timesaving,1,2,0,0,good,good,good,good,good,good,agree
18652,133308393,26_35,private,female,work,moto,4_7,2.001693228,35,cost convinient timesaving,0,3,1,0,good,good,good,neutral,good,good,neutral
18653,133309098,18_25,fdi,female,work,moto,4_7,1.259672188,30,cost convinient timesaving,0,4,1,0,good,good,good,neutral,good,good,neutral
18654,133309567,26_35,state,male,work,car,4_7,2.158767914,40,cost convinient timesaving,2,3,0,0,good,good,good,good,neutral,good,agree
18655,133310212,36_55,state,female,work,moto,4_7,4.441756996,50,cost convinient timesaving,0,2,1,0,good,neutral,neutral,good,good,good,neutral
18656,133310756,26_35,state,male,work,car,4_7,4.561545011,50,cost convinient timesaving,1,2,1,0,good,neutral,verygood,good,good,neutral,disagree
18657,133311533,36_55,private,male,work,moto,4_7,3.19351338,50,cost convinient timesaving,1,2,1,0,neutral,good,neutral,good,good,good,strongdisagree
